Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.324292.02.1;2013;MONDIAL GESELLSCHAFT MBH & CO KG*;yes;ATU17358605;KAISER FRANZ RING 2;BADEN;2500;Austria;0,00€;;Caribbean Region;Operational;96.361,50€;Programming seminar for the Caribbean region;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);;Public procurement (including provisional commitments)
AID.CTR.314433.01.1;2013;EUROPEAN DYNAMICS CONSORTIUM ESP-DESIS II-LOT 1A*EUROPEAN DYNAMICS SASYGNITY SA KPMG ADVISORY SPA NOVABASE CONSULTING - CONSULTORIA, DESENV;yes;EL094402295;KIFISSIAS AV 209 AND ARKADIOU ST 10;MAROUSSI;151 24;Greece;0,00€;;ACP Countries;Operational;96.030,00€;CS 9442 CCDI /06761;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.323940.01.1;2013;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;0,00€;;Ethiopia;Operational;95.917,00€;Support to the definition of EU interventions to Sustainable Agriculture Growth (SAG) and to horizontal support to RED&FS sector under the 11th EDF;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.320538.01.1;2013;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;0,00€;;Tanzania;Operational;95.482,00€;Support to the establishment of a Monitoring and Evaluation framework for Child Justice in Zanzibar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.315717.01.1;2013;KNOW-SYS CONSORTIUM*UNISYS BELGIUMSA KURT SALMON FRANCE SAS INTRASOFT INTERNATIONAL SA I.R.I.S. SOLUTION & EXPERTS SA SOGETI BELGIUM SA;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;95.232,00€;CS 9638 CC DI/06773;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.316299.02.1;2013;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;0,00€;;Tanzania;Operational;94.456,00€;Programme estimate System Audit and Expenditure Verification;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.317376.01.1;2013;PANOPLIS C CONSORTIUM*ATOS BELGIUMTRASYS FUJITSU TECHNOLOGY SOL PIKSEL EVERIS ENGIN INGEG INFOR ARHS DEVELOP ENG INT BELG ATOS LUX PSF SPAI;yes;BE0401848135;DA VINCILAAN 5;ZAVENTEM;1930;Belgium;0,00€;;ACP Countries;Operational;94.431,00€;CS 9744 CC DI/06766;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313626.01.1;2013;MONDIAL GESELLSCHAFT MBH & CO KG*;yes;ATU17358605;KAISER FRANZ RING 2;BADEN;2500;Austria;0,00€;;ACP Countries;Operational;94.184,00€;TA for Steering Committee meetings / Support to the Air transport sector and Satellite service applications in Africa;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.307912.01.1;2013;EUROSUPPORT - FINEUROP SUPPORT SRL*;yes;IT07021510966;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;0,00€;;Congo (Brazzaville);Operational;93.800,00€;Evaluation PRCCE;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);External experts
AID.CTR.307865.01.1;2013;JCP SRL*;yes;IT02379450360;VIA S ALLENDE 9D;CAVEZZO;41032;Italy;0,00€;;Fiji;Operational;93.478,00€;Communication and Visibility Strategy  on the Partnership between the Pacific and the EU;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.313117.01.1;2013;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;0,00€;;Guinea (Conakry);Operational;91.778,38€;Mission de démarrage du Programme d’Appui au Renforcement de la Sécurité Alimentaire et Nutritionnelle en Guinée (PARSAN-G);Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.329616.01.1;2013;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;0,00€;;ACP Countries;Operational;91.287,00€;Region programming seminar for East and Southern Africa 3-5 December;Directorate-General for Development and Cooperation — EuropeAid;Use of interest (05.10.20);;Public procurement (including provisional commitments)
AID.CTR.315861.01.1;2013;STRATIQO CONSORTIUM*TRASYS SA TRASYS LUXEMBOURG PSF SA TRASYS TECHNOLOGY SA ATOS BELGIUM SA ATOS INTEGRATION SAS ATOS LUXEMBOURG PSF SA;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;90.846,00€;CS 9609 CC DI/06772;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.314573.01.1;2013;PANOPLISA CONSORTIUM*TRASYS ATOS FUJITSU TECHNOLOGY SOLUTIONS PIKSEL EVERIS ORDINA BELGIUM ARHS DEVELOPMENT ENGINEERING INGEGNERIA INFORMATI;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;90.270,00€;CS 9441 CC DI/06760;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.307495.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Vanuatu;Operational;90.219,99€;Support to the Development of Rules of Origin Policy Procedures and Rules of Origin Capacity Building;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.332254.01.1;2013;DFC SA*;yes;ESA78398906;ARAGO 287 4 1A;BARCELONA;08009;Spain;0,00€;;Congo (Brazzaville);Operational;89.996,00€;Evaluation à mi-parcours du PGFIP et indentification/formulation projet douanes 11éme FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.316302.01.1;2013;PANOPLISA CONSORTIUM*TRASYS ATOS FUJITSU TECHNOLOGY SOLUTIONS PIKSEL EVERIS ORDINA BELGIUM ARHS DEVELOPMENT ENGINEERING INGEGNERIA INFORMATI;yes;BE0429117706;AVENUE ARIANE 7;BRUXELLES;1200;Belgium;0,00€;;ACP Countries;Operational;89.628,00€;CS 9637 CC DI/06760;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.312403.01.1;2013;CARE FRANCE ASSOCIATION*;yes;;RUE ARCHEREAU 71;PARIS;75019;France;0,00€;;Haiti;Operational;88.831,58€;Katye Nou Pi Bèl;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grants
AID.CTR.304550.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Senegal;Operational;87.988,00€;Assistance technique auprès du ministère de la culture du Sénégal pour le suivi des appuis de l'Union européenne;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.318838.01.1;2013;PEAT MARWICK MITCHELL PARTNERSHIP*KPMG KENYA;yes;KE0010940B;STANDARD STR LONRHO HOUSE 16TH FLOO;NAIROBI;00100 GPO;Kenya;0,00€;;Kenya;Operational;86.453,00€;Consultancy services for Procurement Assistance to Coffee Research Foundation under the Coffee Productivity Project, KRDP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.316538.01.1;2013;E-SUPPORT CONSORTIUM*BULL CTG LUXEMBOURG PSF CTG LUXEMBOURG IT SOLUTIONS CTG BELGIUM NV AUBAY EUREKA-ITSTATA CONSULTANCY SERVICES LUXEMBOUR;yes;FR87642058739;AV JEAN JAURES 68;LES CLAYES SOUS BOIS;78340;France;0,00€;;ACP Countries;Operational;86.427,00€;CS 9620 DI/06776;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.318855.01.1;2013;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;0,00€;;Niger;Operational;85.120,00€;Diagnostic Organisationnel du Ministère de l'Education, de l'Alphabétisation et de la Promotion des Langues Nationales du Niger;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;External experts
AID.CTR.321698.01.1;2013;ENDA SAHEL ET AFRIQUE DE L OUEST ASSOCIATION*ENDA GRAF SAHEL;yes;;GRAND YOFF;DAKAR;;Senegal;0,00€;;Mali;Operational;84.735,00€;Etude: Renforcer les réponses de la société civile dans le contexte malien;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.334064.01.1;2013;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;0,00€;;Sierra Leone;Operational;84.730,00€;Identification and Formulation of EU Actions to support the Agriculture Sector in Sierra Leone under the 11th EDF (2014 – 2017);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316604.01.1;2013;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;0,00€;;Lesotho;Operational;84.620,00€;Rapid Assessment of status of implementation of and future support needs to implement the National Strategy for the Development of Statistics;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.312492.01.1;2013;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;0,00€;;Gabon;Operational;84.586,00€;Evaluation du programme SYSMIN;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.334071.01.1;2013;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;0,00€;;Guinea-Bissau;Operational;84.540,00€;Apoio ao Desenvolvimento local na ilha de Pecixe na República da Guiné-Bissau;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.325805.01.1;2013;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;0,00€;;Uganda;Operational;84.410,00€;Short Term Technical Assistance (STA) for the Reorganisation of the Support to the NAO program;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.319346.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;83.585,80€;CS 10228 - IS Senior User Assistance-Level 3;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.320111.01.1;2013;ONE4EU2 CONSORTIUM*UNISYS BELGIUM INTRASOFT INTERNATIONAL I.R.I.S SOLUTIONS & EXPERTS SOGETI BELGIUM;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;0,00€;;ACP Countries;Operational;83.550,80€;CS 10304-IS Senior User Assistance-Level 3;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.316290.01.1;2013;AGRECO GEIE*;yes;BE0446816741;AVENUE LOUISE 251 23;BRUXELLES;1050;Belgium;0,00€;;Lesotho;Operational;83.160,00€;Strengthening the use of GIS as part of the Monitoring and Evaluation in the Water Sector in Lesotho;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.314620.01.1;2013;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;0,00€;;Chad;Operational;83.030,00€;Audit financier des  Devis Programmes de démarrage et de croisières n°1  & 2 du PAFIB;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
AID.CTR.319935.01.1;2013;FUJITSU TECHNOLOGY SOLUTIONS SA*FTS;yes;BE0430262405;SQUARE MARIE CURIE 12;BRUXELLES;1070;Belgium;0,00€;;ACP Countries;Operational;82.417,78€;Avenant 3 au contrat de service 2009/219442;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);;Public procurement (including provisional commitments)
AID.CTR.327223.01.1;2013;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;0,00€;;Mozambique;Operational;82.262,00€;Nutrition and Causal Analysis (Mozambique);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.324021.01.1;2013;CFBT EDUCATION TRUST LBG*;yes;GB614867912;QUEENS ROAD 60;READING;RG1 4BS;United Kingdom;0,00€;;Malawi;Operational;81.061,00€;Scoping Study for the Education Sector in Malawi: Marketable skills development in Initial (Secondary Level), Continuous and Tertiary Technical and Vocational Education and Training (TVET) in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.322305.01.1;2013;SOCIETE KOLT SARL*;yes;CGM2012110000460096;RUE BONGA MOUNGALI 10 BIS;BRAZZAVILLE;;Congo;0,00€;;Congo (Brazzaville);Operational;80.578,39€;Fourniture de lits, matelas et matériels pour les ateliers de réinsertion pour les maisons d'arrêt de Brazzaville et Pointe-Noire;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);;Public procurement (including provisional commitments)
AID.CTR.316087.01.1;2013;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;0,00€;;Ethiopia;Operational;80.182,00€;Evaluation of the EU Sector Policy Support Programme II (SPSPII) and contribution to the potential follow-up phase in the road sector;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement (including provisional commitments)
