Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;NUTS2;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.296655.01.1;2012;SOFRECO-SOCIETE FRANCAISE DE REALISATION D'ETUDES ET DE CONSEIL SA*;yes;FR56309600088;BOULEVARD VICTOR HUGO 92-98;CLICHY;92115;France;;;Trinidad and Tobago;Operational;;86.223,00 €;Non State Actors Mapping in Trinidad and Tobago;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.286445.01.1;2012;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;;"General / administrative budget / interests	Allgemeines";Operational;;85.950,00 €;CRIS Training in Headquarters and EU Delegations located in ACP countries;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305937.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Guyana;Operational;;85.810,00 €;FINANCIAL AUDIT with specific objectives OF Year 4 & 5 Work Plans of the Contribution Agreement for the Caribbean Integration Support Programme;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302618.01.1;2012;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;;ACP Countries;Operational;;85.703,30 €;AU-EU Regional workshop on the governance of common markets;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.301911.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Guinea (Conakry);Operational;;85.562,00 €;Formulation du Projet d''Appui Sectoriel à la Décentralisation et à la Déconcentration;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288891.01.1;2012;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;;Pacific Region;Operational;;84.982,00 €;Mid-Term review of NORTHREP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.305007.01.1;2012;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;;African Union;Operational;;84.935,00 €;Support to AUC to organise AMESD Steering and Technical meetings;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.304335.01.1;2012;HYDROCONSEIL SAS*;yes;FR62400047643;CHEMIN D AVIGNON 198;CHATEAUNEUF DE GADAGNE;84470;France;;;Mali;Operational;;84.000,00 €;Assistance technique à l''Ordonnateur National du FED- Mali pour la programmation du 11 FED;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.292390.01.1;2012;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;;Malawi;Operational;;83.863,25 €;Expenditure verification and financial audit for FIDP II PE 2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299327.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Chad;Operational;;83.500,00 €;Perspectives de progarmmation conjointe dans la thématique du développement rural, y compris le développement local, en vue de la programmation conjointe des appuis de l''UE (CE et Etats membres) au Tchad;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.295765.01.1;2012;ONE4EU2 CONSORTIUM*UNISYS BELGIUM SA INTRASOFT INTERNATIONAL SA I.R.I.S. SOLUTIONS & EXPERTS SA REGGIANI SA SOGETI BELGIUM SA;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;83.337,00 €;CS 7069 IS Coordinator;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285797.01.1;2012;ONE4EU2 CONSORTIUM*UNISYS BELGIUM SA INTRASOFT INTERNATIONAL SA I.R.I.S. SOLUTIONS & EXPERTS SA REGGIANI SA SOGETI BELGIUM SA;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;;;All Countries;Operational;;83.336,40 €;CS 5981 DI/06775;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299276.01.1;2012;EURONET CONSULTING GEIE*;yes;BE0446840101;RUE MONTOYER 39;BRUXELLES;1040;Belgium;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;83.210,00 €;Mid Term Evaluation of the ISLANDS programme and formulation of a second phase;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.297421.01.1;2012;FUJITSU TECHNOLOGY SOLUTIONS SA*FTS;yes;BE0430262405;SQUARE MARIE CURIE 12;BRUXELLES;1070;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;82.417,78 €;Avenant 2 au contrat de service 2009/219442;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299739.01.1;2012;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;;Madagascar;Operational;;81.810,00 €;Audit financier concernant les 3 projets de la facilité Eau I à Madagascar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302620.01.1;2012;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;;Mauritania;Operational;;81.570,00 €;ASSISTANCE TECHNIQUE ENER 2012;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.285272.01.1;2012;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;;Malawi;Operational;;81.456,00 €;Interim Sugar Facilitator for the implementation of EU Funded Activities in the Sugar Sector in Malawi;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284578.01.1;2012;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;;Sao Tome and Principe;Operational;;81.344,00 €;Assistência técnica à unidade de planificação e seguimento dos transportes (UPST) de São Tomé e Príncipe -Fase 2;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299835.01.1;2012;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;;Mozambique;Operational;;81.237,00 €;Cross Cutting Issues within the Integrated Development of Milange – Mocuba Corridor, Zambesia - Phase II;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288239.01.1;2012;RESOURCES AND LOGISTICS SARL*;yes;;RUE PIERRE HARET 2;PARIS 09;75009;France;;;Guinea-Bissau;Operational;;81.060,00 €;Révision du DAO pour les travaux de reconstruction du système électrique de Bissau capitale de la république de la Guinée-Bissau;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.291238.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Ghana;Operational;;81.052,00 €;GHANA - DEVELOPMENT OF A PFM IMPROVEMENT PLAN FOR THE DECENTRALIZED LEVEL;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279512.01.1;2012;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;BE0886708276;GULLEDELLE 92;BRUXELLES;1200;Belgium;;;Angola;Operational;;79.995,00 €;Avaliação intercalar do projecto 10.ACP.ANG.1 - Decisão 21027;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279845.01.1;2012;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;BE0442745018;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;;Burundi;Operational;;79.877,00 €;Etude sur la réforme de la fiscalité communale;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299671.01.1;2012;ASTEC GLOBAL CONSULTANCY LIMITED*;yes;IE6567017J;MERRION SQUARE 25;DUBLIN 2;;Ireland;;;Saint Pierre and Miquelon;Operational;;79.824,00 €;Feasibility study on ICT economic development in Saint-Pierre-et-Miquelon;Directorate-General for Development and Cooperation — EuropeAid;Technical asssitance / studies OCT (03.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.298291.01.1;2012;TRANSTEC SA*;yes;BE0425684302;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;;Vanuatu;Operational;;79.691,00 €;Core function analysis and public expenditure review of the key productive sector Ministries in Vanuatu;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.282034.01.1;2012;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;BE0446334711;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;;Malawi;Operational;;78.897,00 €;Systems Audit, Expenditure Verification and Financial Audit of PE 1 of the Democratic Governance Programme;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.294824.01.1;2012;ONE4EU2 CONSORTIUM*UNISYS BELGIUM SA INTRASOFT INTERNATIONAL SA I.R.I.S. SOLUTIONS & EXPERTS SA REGGIANI SA SOGETI BELGIUM SA;yes;BE0405914514;AVENUE DU BOURGET 20;BRUXELLES;1130;Belgium;;;"General / administrative budget / interests	Allgemeines";Operational;;78.887,60 €; PRESTATIONS INFORMATIQUES IS COORDINATEUR;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.296733.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;Eastern, Southern Africa and the Indian Ocean 10 EDF;Operational;;78.880,00 €;Evaluation of the 9th & 10th IRCC Support Project;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.303753.01.1;2012;HYDRONOMICS LIMITED*HL;yes;GH824V008969;PO BOX LG 924 LEGON;ACCRA;;Ghana;;;Ghana;Operational;;78.238,38 €;GHANA - Final Evaluation of FRIP (incl. STABEX), Kumasi-Techiman (lots 1 and 2) and TSPIP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.281797.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Tanzania;Operational;;77.940,00 €;Support to enhanced legislative and regulatory environment for Civil Society in Zanzibar;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.282823.01.1;2012;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;;Tanzania;Operational;;77.930,00 €;Formulation of Guidelines for Call for Proposal, Consultations and Assessment for Support to Cultural Heritage in Tanzania;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.299527.01.1;2012;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;;Dominican Republic;Operational;;77.875,00 €;Evaluación Final del Programa de Desarrollo de Capacidades en Apoyo a las políticas sectoriales en el área de competitividad;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.284553.01.2;2012;COWI BELGIUM SPRL*;yes;BE0472972493;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;;South Sudan;Operational;;77.170,40 €;Technical assistance in support of the Rural Development and Food Security sector coordination in South Sudan;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.305272.01.1;2012;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;;Uganda;Operational;;77.072,00 €;Mid Term Review of ALREP and KALIP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.288725.01.1;2012;SERCO/SIS/CRONOS SOCIETE MOMENTANEE*SERCO BELGIUM SA ATOS BELGIUM SA CRONOS INTERNATIONAL SA ATOS INTEGRATION SAS;yes;BE0464923671;AVENUE EDMOND VAN NIEUWENHUYSE;BRUXELLES;1160;Belgium;;;All Countries;Operational;;76.600,00 €;CS 686 DI/06850;Directorate-General for Development and Cooperation — EuropeAid;Support expenditure (05.10.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.302283.01.1;2012;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;;South Sudan;Operational;;76.330,00 €;Identification and formulation of projects in the Health sector for South Sudan to be financed from the Special Support Programme for South Sudan for the period 2011-2013;Directorate-General for Development and Cooperation — EuropeAid;Macroeconomic support (02.10.10.10);European Development Fund (9th EDF);Public procurement and other expenditure
AID.CTR.293662.01.1;2012;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;ESA28958684;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;;Angola;Operational;;76.288,00 €;Avaliação final do projecto 8.ACP.ANG.5 & 9.ACP.ANG.12 (Decisão 15.193) - Reforço do abastecimento de água à cidade de Tombwa;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
