Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.232818.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Barbados;Operational;N.A.;82.770,00 €;Assessment of Public Finance Management in Barbados using the PEFA methodology;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245392.01.1;2010;BUSINESS AND STRATEGIES IN EUROPE SA*;yes;;RUE DE LA LOI 81A;BRUXELLES;1040;Belgium;;Chad;Operational;N.A.;82.568,00 €;Recrutement d''une équipe d''experts en réforme de la procédure civile  ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251056.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Reserve / Not allocated by region;Operational;N.A.;81.898,00 €;Assistance technique pour la conférence sur la pêche Seychelles 22-25 Novembre 2010;Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250251.01.1;2010;COWI BELGIUM SPRL*;yes;;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;Niger;Operational;N.A.;81.390,00 €; Réamenagement/ Actualisation DAO  travaux Infrastructures  routières 10 ème FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.234960.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Cameroon;Operational;N.A.;79.116,00 €;Elaboration plan de formation - Processus électoral Cameroun;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240746.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Chad;Operational;N.A.;77.942,00 €;Etude pour la réalisation d''un projet de métrologie légale et de certification des produits au Tchad;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247613.01.1;2010;AIDE A LA DECISION ECONOMIQUE SA*;yes;;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Burkina Faso;Operational;N.A.;77.890,00 €;Etude pour la formulation d''un programme d''appui au secteur privé du Burkina Faso - Phase 2;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.236841.01.1;2010;ARS PROGETTI SPA - AMBIENTE RISORSE E SVILUPPO*;yes;;VIA GIROLAMO DANDINI 16;ROMA;00154;Italy;;Ivory Coast;Operational;N.A.;77.856,00 €;Evaluation de l''appui du FED à la reinsertion socio-économique des ex combattants et des jeunes à risque en Cote d''Ivoire;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247110.01.1;2010;POHL CONSULTING & ASSOCIATES GMBH*;yes;;TORSTRASSE 92;BERLIN;10119;Germany;;Burkina Faso;Operational;N.A.;77.590,00 €;Elaboration de dossiers d''appel d''offre internationaux et de devis programme;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251006.01.1;2010;ALATEC INGENIEROS CONSULTORES Y ARQUITECTOS SA*;yes;;CALLE JOSE ECHEGARAY 14;LAS ROZAS;28230;Spain;;Mozambique;Operational;N.A.;76.996,00 €;Independent Expert for conflict conciliation ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251483.01.1;2010;INVESTISSEMENT DEVELOPPEMENT CONSEIL SA*;yes;;RUE DU PORT 15/27;NANTERRE;92022;France;;Central African Republic;Operational;N.A.;76.785,00 €;Assistance technique en appui au processus électoral - expert financier;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232684.01.1;2010;CAMBRIDGE EDUCATION LIMITED*;yes;;SYDENHAM ROAD 8 10;CROYDON;CR0 2EE;United Kingdom;;Ivory Coast;Operational;N.A.;75.928,00 €;Appui à la formulation du Programme d?Appui à la Relance de la Formation Professionnelle et à l?Insertion des Jeunes en Côte d?Ivoire;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.256704.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Cameroon;Operational;N.A.;75.585,00 €;MISSION DE VERIFICATION DE DEUX (2) Organisations Internationales (ONUDI et PAM);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.240745.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Chad;Operational;N.A.;75.342,00 €;Elaboration d''une méthodologie pour la mise en place d''une base de données sur le commerce extérieur et d''un répertoire sur les engagements extérieurs au Tchad;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247649.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;All Countries;Operational;N.A.;74.912,00 €;Audit de Amisom II et III ;Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252971.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Namibia;Operational;N.A.;74.490,00 €;Technical assistance for the formulation of the 10th EDF funded Namibia Civil Society Support Programme;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.228763.01.1;2010;IBF INTERNATIONAL CONSULTING SA*;yes;;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Mozambique;Operational;N.A.;74.250,00 €;Technical Assistance for developing the Terms of Reference of a Service Tender for Support to Institutional Development of the Ministry of Health in Mozambique ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.241387.01.1;2010;SAFEGE SA*;yes;;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;Congo (Brazzaville);Operational;N.A.;74.140,00 €;AT pour élaborer le Profil Environnemental du Pays (PEP) de la République du Congo;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230114.01.1;2010;ECORYS NEDERLAND BV*;yes;;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Saint Vincent and the Grenadines ;Operational;N.A.;73.420,00 €;SVG 10EDF NIP Health Sector Reform TA;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.247940.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Kiribati;Operational;N.A.;72.264,00 €;Support for the Development of a Public Financial Management Plan (PFMP) for Kiribati;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232459.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;ACP Countries;Operational;N.A.;72.175,00 €;Financial and Systems Audit - APF - 2 Capacity building Programmes managed by the AUC and 8 Regional African Organisations (RECs);Directorate-General for Development and Cooperation ? EuropeAid;Intra ACP - Peace Facility (04.20.50);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.251478.01.1;2010;EUROPEAN CONSULTANTS ORGANISATION SPRL*ECO 3 ECO;no;;CHAUSSEE DE LA HULPE 150;BRUXELLES;1170;Belgium;;Central African Republic;Operational;N.A.;71.882,00 €;Assistance technique en appui au processus électoral;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.245814.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Benin;Operational;N.A.;68.776,00 €;Recrutement d''un AT pour la mise en place d?un service de pré-archivage et de documentation au Ministère des TP;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253616.01.1;2010;TRANSTEC SA*;yes;;AVENUE DE TYRAS 75;BRUXELLES;1120;Belgium;;Burundi;Operational;N.A.;68.612,00 €;Recrutement de l''équipe dirigeante du projet CELON Xème FED;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248422.01.1;2010;AGRICONSULTING EUROPE SA*AESA;yes;;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;Intra ACP Allocations;Operational;N.A.;66.990,00 €;Administrative assistants to assist in processing of concept notes  received within the call for proposals ''''Partnerships for Capacity Development in the ACP Water & Sanitation Sector'''' (EuropeAid/129510/C/ACT/Multi);Directorate-General for Development and Cooperation ? EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.252975.01.1;2010;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;Mozambique;Operational;N.A.;66.180,00 €;Final Assessment for Road Periodic Maintenance and capacity Building programme ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.236679.01.1;2010;DFC SA*;yes;;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Benin;Operational;N.A.;64.317,40 €;AT CT pour la 1ère année de mise en oeuvre du Projet d''Appui Conjoint GFP et Stat;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253683.01.1;2010;CFBT EDUCATION TRUST LBG*;yes;;QUEENS ROAD 60;READING;RG1 4BS;United Kingdom;;Haiti;Operational;N.A.;64.175,00 €;Assistance Technique chargee du lancement du programme d''appui au renforcement de la Culture et de l''Art pour le developpement economique et social d''Haiti (ARCADES);Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.243530.01.1;2010;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Tanzania;Operational;N.A.;63.639,00 €;Road Condition Survey Assessment and Audit;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250978.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Uganda;Operational;N.A.;62.671,00 €;Final Evaluation of the Support to Decentralisation Programme;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250794.01.1;2010;AGRICONSULTING EUROPE SA*AESA;yes;;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;Tanzania;Operational;N.A.;60.376,00 €;Formulation of the Environment Component of the 10th EDF Support to Non State Actors Programme in Tanzania;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230278.01.1;2010;ERNST AND YOUNG BEDRIJFSREVISOREN CVBA*ERNST ET YOUNG REVISEURS D ENTREPRISES;yes;;DE KLEETLAAN 2;DIEGEM;1831;Belgium;;Liberia;Operational;N.A.;59.534,00 €;Audit assessment decentralised management : Health Sector Pool Fund & Education Pooled Fund -Liberia  ;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253205.01.1;2010;MOORE STEPHENS LLP*;yes;;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;West Africa Region;Operational;N.A.;58.180,00 €;Compliance Assessment Joint management with ECOWAS;Directorate-General for Development and Cooperation ? EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230068.01.1;2010;STTE CONSORTIUM SOCIETE MOMENTANEE*STDE;yes;;GULLEDELLE 92;BRUXELLES;1200;Belgium;;Benin;Operational;N.A.;57.657,00 €;AT de Formulation du Programme Pistes Rurales/Désenclavement;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.232454.01.1;2010;AIDE A LA DECISION ECONOMIQUE SA*;yes;;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Chad;Operational;N.A.;56.740,43 €;Appui à la mise en place de l?ANIE au Tchad;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.250473.01.1;2010;COWI BELGIUM SPRL*;yes;;AVENUE DE TERVUREN 13B;BRUXELLES;1040;Belgium;;Sierra Leone;Operational;N.A.;55.938,00 €;Preparation of ToR s and operational manual for the Agriculture for Development project;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.228969.01.1;2010;LANDELL MILLS LIMITED*;yes;;BRYER-ASH BUSINESS PARK;TROWBRIDGE;BA14 8HE;United Kingdom;;Cameroon;Operational;N.A.;55.915,00 €;Revue critique et révision des documents de formulation du Programme d''Amélioration de la Productivité Agricole eu Cameroun;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.248613.01.1;2010;ACE INTERNATIONAL CONSULTANTS SL*;yes;;CALLE SAGUNTO 17;MADRID;28010;Spain;;Cameroon;Operational;N.A.;55.696,00 €;EVALUATION DE LA PRESENCE DES ENTREPRISES CAMEROUNAISES DE SERVICES DANS LA SOUS-REGION CEMAC;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.230558.01.1;2010;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Namibia;Operational;N.A.;53.689,34 €;Technical Assistance for the preparation of potential EDF support to Parliament, Namibia;Directorate-General for Development and Cooperation ? EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
