Commitment position key;Year;Name of beneficiary;Coordinator;VAT Number of beneficiary;Address;City;Postal code;Country / Territory;Amount;Geographical Zone;Expense Type;Co-financing rate;Total amount;Subject of grant or contract;Responsible Department;Budget line name and number;Action Type;Funding Type
AID.CTR.261865.01.1;2011;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Benin;Operational;N.A.;104.240,00 €;Audit des structures et des systèmes de contrôle interne du Bénin ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262572.01.1;2011;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Malawi;Operational;N.A.;104.020,00 €;Formulation of partnership agreements for 10th EDF support to the ADP-SP;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273568.01.1;2011;PLANET AE*PLANET PROVISION OF CONSULTANCY SERVICES;yes;EL094212174;LOUISE RIENCOURT 64 APOLLON TOWER;ATHINA;115 23;Greece;;Western Samoa;Operational;N.A.;102.794,00 €;Fiji-Samoa- Technical Assistane to the Water Sector Coordination Unit;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.268501.01.1;2011;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;Mali;Operational;N.A.;102.680,00 €;Formulation de la 2ème phase des appuis institutionnels du Contrat OMD pour le Mali;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.266977.01.1;2011;EUROSUPPORT - FINEUROP SUPPORT SRL*;yes;IT07021510966;VIA SANTA MARGHERITA 6;MILANO;20121;Italy;;Liberia;Operational;N.A.;101.400,00 €;Identification and formulation of the 10th EDF support to the Bureau of Customs and Excise in Liberia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.278419.01.1;2011;HTSPE LIMITED*;yes;GB918048517;BOUNDARY WAY THAMESFIELD HOUSE;HEMEL HEMPSTEAD;HP2 7SR;United Kingdom;;Niger;Operational;N.A.;101.087,00 €;Etude sur les déterminants des abandons scolaires;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269938.01.1;2011;DFC SA*;yes;ESA78398906;BALMES 89-91 7/5;BARCELONA;08008;Spain;;Angola;Operational;N.A.;100.806,00 €;Apoio Institucional Angola - Termos de Referência de 3 componentes;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.261551.01.1;2011;ASSOCIES AUDIT ET CONSEIL SA*;yes;FR10343716460;AVENUE DE PARIS 9;VINCENNES;94300;France;;Mali;Operational;N.A.;100.000,00 €;Contrôle permanent des dépenses 2011-2012 - PARADDER;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265753.01.1;2011;SAFEGE SA*;yes;FR82542021829;RUE DU PORT 15-27 PARC DE L ILE;NANTERRE;92000;France;;Congo (Brazzaville);Operational;N.A.;99.764,00 €;Évaluation du projet d''appui institutionnel pour la valorisation des aires protégées (PAVAP);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267076.01.1;2011;CRATERRE ASSOCIATION*CENTRE INTERNATIONAL DE LA CONSTRUCTION EN TERRE;yes;FR08333824852;MAISON LEVRAT;VILLEFONTAINE CEDEX;38092;France;;Mali;Operational;95 %;99.587,52 €;Préparation, mise en oeuvre et suivi de travaux visant à finaliser le chantier de construction du Musée de Djenné et à garantir son bon fonctionnement ultérieur;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Grant
AID.CTR.267522.01.1;2011;AIDE A LA DECISION ECONOMIQUE SA*;yes;BE0439825021;RUE DE CLAIRVAUX 40/101;LOUVAIN LA NEUVE;1348;Belgium;;Kenya;Operational;N.A.;99.558,00 €;Short Term Technical Assistant to  ASMEP Programme Management Unit ( PMU);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273706.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Uganda;Operational;N.A.;98.777,00 €;Financial / Forensic Audit for Sawlog Production Grant Scheme II (SPGS II);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279771.01.1;2011;CONSEIL SANTE SA*;yes;FR61413502642;BOULEVARD VICTOR HUGO 92;CLICHY;92110;France;;Guinea-Bissau;Operational;N.A.;98.430,00 €;Etude de formulation du ''Programme Intégré de protection de la santé Maternelle et Infantile en Guinée Bissau'' (PIMI).;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.264300.01.1;2011;AGRER SA*;yes;BE0400501419;AVENUE LOUISE 251/23;BRUXELLES;1050;Belgium;;Malawi;Operational;N.A.;98.320,00 €;Technical Assistance for programming support for Malawi under the MDG Initiative and under the Mid-Term Review process under the 10th European Development Fund;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262284.01.1;2011;TECHNIPLAN SRL*;yes;IT01775781006;VIA GUIDO D AREZZO 14;ROMA;00198;Italy;;Central African Republic;Operational;N.A.;97.452,73 €;Etudes techniques(APS/APD) et  contrôle et surveillance des travaux de reconstruction du pont Sica3-Castors.;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262475.01.1;2011;AGRICONSULTING EUROPE SA*AESA;yes;BE0452263785;AVENUE DE TERVUREN 36/21;BRUXELLES;1040;Belgium;;Liberia;Operational;N.A.;97.105,00 €;identification and formulation of the 10th EDF support to education sector in Liberia;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.256328.01.2;2011;IBF INTERNATIONAL CONSULTING SA*;yes;BE0417827795;AVENUE LOUISE 209A;BRUXELLES;1050;Belgium;;Burundi;Operational;N.A.;96.837,00 €;Evaluation en fin de parcours du projet Santé Plus et élaboration de recommandations pour le futur projet santé 10ème FED;Directorate-General for Development and Cooperation — EuropeAid;B Envelope - Non-programmable aid - Devco (02.10.21.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.276255.01.1;2011;CONCEPTION, ETUDES ET COOPERATION DE FORMATION SA*CECOFORMA;yes;BE0419831539;RUE LEON FREDERICQ 14;LIEGE;4020;Belgium;;Mozambique;Operational;N.A.;96.779,00 €;II National Conference for the Exchange of Good Practice in Public Administration;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.259597.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Caribbean Region;Operational;N.A.;96.220,00 €;Engagement of an Outreach Coordinator/Consultant for the Joint Caribbean - EU Partnership Strategy;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274142.01.1;2011;ARS PROGETTI SPA - AMBIENTE RISORSE E SVILUPPO*;yes;IT04388281000;VIA GIROLAMO DANDINI 16;ROMA;00154;Italy;;Botswana;Operational;N.A.;95.710,00 €;Final evaluation of E&T SPSP and MTR of HRD SPSP/Botswana;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262080.01.1;2011;CAMBRIDGE EDUCATION LIMITED*;yes;GB523765636;SYDENHAM ROAD 8 10;CROYDON;CR0 2EE;United Kingdom;;Namibia;Operational;N.A.;95.540,00 €;CAMBRIDGE EDUCATION Ltd, FWC. Education SPSP. ETSIP Sub-sector program review ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.258856.01.1;2011;PARTICIP GMBH CONSULTANTS FUR ENTWICKLUNG UND UMWELT*;yes;DE142927394;MERZHAUSER STR 183;FREIBURG;79100;Germany;;Nigeria;Operational;N.A.;94.750,00 €;Study on Formulation of the Support to Federal Governance Reform Programme in Nigeria - 10th EDF;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262705.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Pacific Region;Operational;N.A.;92.869,00 €;Institutional Assessment concerning joint management with PIFS, SPC and SPREP;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.269458.01.1;2011;MOORE STEPHENS LLP*;yes;GB243548655;ALDERSGATE STREET 150;LONDON;EC1A 4AB;United Kingdom;;Benin;Operational;N.A.;92.584,00 €;Audit financier des devis programmes du Projet réformes finances publiques (Volets GFP et Stat);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.253178.01.1;2011;PARSONS BRINCKERHOFF LTD*PB;yes;GB413855944;WILLIAM ARMSTRONG DRIVE AMBER COURT;NEWCASTLE UPON TYNE;NE4 7YQ;United Kingdom;;ACP Countries;Operational;N.A.;92.000,00 €;SUPPORT TO AIR TRANSPORT SECTOR AND RELATED SATELLITE APLICATIONS IN AFRICA;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.275053.01.1;2011;ACE INTERNATIONAL CONSULTANTS SL*;yes;ESB79217279;CALLE SAGUNTO 17;MADRID;28010;Spain;;Southern Africa Region (EDF 10);Operational;N.A.;91.600,00 €;Formulation of a Regional Economic Integration Support programme for SADC;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270334.01.1;2011;Natural person;yes;*****;*****;*****;*****;Denmark;;Kenya;Operational;N.A.;91.286,00 €;TA Assistance to Ministry of Northern Kenya and Other Arid Lands (extension);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.273772.01.1;2011;ARS PROGETTI SPA - AMBIENTE RISORSE E SVILUPPO*;yes;IT04388281000;VIA GIROLAMO DANDINI 16;ROMA;00154;Italy;;Mali;Operational;N.A.;91.280,00 €;Etude de formulation de la Phase II du Programme d'' Appui au Développement Economique et Social de la Culture (PADESC);Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.262126.01.1;2011;GRONTMIJ AS*GMDK CARL BRO GROUP ANDERSKOUV & THOMSEN AXEL NIELSEN JOHS JORGENSEN ACOUSTICA SKANDINAVISK LYDTEKNIK  MICRO CONSULT DANEDUC;yes;DK48233511;GRANSKOVEN 8;GLOSTRUP;2600;Denmark;;Tuvalu;Operational;N.A.;90.912,00 €;Provision of Technical Assistance to Tuvalu NAO regarding Supply and Installation of Water Storage Systems in Outer Islands;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.274038.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;West Africa Region;Operational;N.A.;90.390,00 €;Financial audit EU-ECOWAS contribution agreement period 2009-2010;Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265737.01.1;2011;CAMBRIDGE EDUCATION LIMITED*;yes;GB523765636;SYDENHAM ROAD 8 10;CROYDON;CR0 2EE;United Kingdom;;Mauritius;Operational;N.A.;88.475,00 €;Consultancy for Enhancing the Quality of Education for students with Special Needs;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279157.01.1;2011;CARDNO EMERGING MARKETS (UK) LTD*;yes;GB225943652;OXFORD ROAD OXFORD HOUSE;THAME;OX9 2AH;United Kingdom;;Tanzania;Operational;N.A.;88.438,00 €;Identification of an EU Programme in support of the SAGCOT (Southern Agricultural Growth Corridor in Tanzania) initiative;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.270673.01.1;2011;PRICEWATERHOUSECOOPERS BEDRIJFSREVISOREN CVBA PWC BEDRIJFSREVISOREN*PRICEWATERHOUSECOOPERS REVISEURS D'ENTREPRISES SCRL PWC REVISEURS D'ENTR;yes;BE0429501944;WOLUWEGARDEN WOLUWEDAL 18;SINT STEVENS WOLUWE;1932;Belgium;;Malawi;Operational;N.A.;88.307,00 €;Audits and Expenditure Verifications for IFMSLP II PE 1;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.260996.01.1;2011;AGRER SA*;yes;BE0400501419;AVENUE LOUISE 251/23;BRUXELLES;1050;Belgium;;Senegal;Operational;N.A.;88.156,00 €;évaluation finale du programme STABEX COM ''''arachide'''' et COM ''''agriculture'''' au Sénégal;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.267065.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;EDF PALOP projects;Operational;N.A.;87.000,00 €;At coordination et Engenharia Financeira - PALOP STAT II (PADSE);Directorate-General for Development and Cooperation — EuropeAid;Regional indicative programme (02.40.10);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.279656.01.1;2011;DANISH MANAGEMENT AS*;yes;DK12759274;VESTRE KONJEVEJ 6;VIBY J;8260;Denmark;;Intra ACP Allocations;Operational;N.A.;86.912,00 €;Launching a communication workstation on the ACP-UE Water Facility;Directorate-General for Development and Cooperation — EuropeAid;Various intra ACP, other programmed sectors (04.20.65);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.271379.01.1;2011;CONFIDENTIAL;no;*****;*****;*****;*****;Belgium;;CONFIDENTIAL;Operational;N.A.;86.680,00 €;CONFIDENTIAL;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
AID.CTR.265849.01.1;2011;ECORYS NEDERLAND BV*;yes;NL808028741B08;WATERMANWEG 44;ROTTERDAM;3067 GG;Netherlands;;Sao Tome and Principe;Operational;N.A.;85.868,00 €;Assistance Technique Dir. Comptabilité RDSTP PAST-FP ;Directorate-General for Development and Cooperation — EuropeAid;A Envelope - programmable aid (02.10.10.01);European Development Fund (10th EDF);Public procurement and other expenditure
